2016-02-08,667.849976
2016-02-05,703.869995
2016-02-04,722.809998
2016-02-03,770.219971
2016-02-02,784.50
2016-02-01,750.460022
2016-01-29,731.530029
2016-01-28,722.219971
2016-01-27,713.669983
2016-01-26,713.849976
2016-01-25,723.580017
2016-01-22,723.599976
2016-01-21,702.179993
2016-01-20,688.609985
2016-01-19,703.299988
